,Date,hour,minute,second,Avg,Sound,Describe,Feel,Place,Sources,MedIllnes_density,Low_to_No_density,TotDis_density,TotChild_density,OlderAdult_density,LEP_density,POC2_density
27.1,6/12/2020 2:23,2,23,57,39.27,Loud,Noisy,Anxious,Indoors,fireworks,11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.2,6/12/2020 3:25,3,25,14,66.22,Moderately Loud,Noisy,Irritated,Indoors,"music,party",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.3,6/14/2020 0:40,0,40,12,53.8,Loud,Noisy,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.4,6/14/2020 2:54,2,54,15,61.13,Very Loud,Noisy,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.5,6/14/2020 22:47,22,47,20,66.94,Moderately Loud,Noisy,Anxious,Indoors,"fireworks,traffic,music",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.6,6/15/2020 2:48,2,48,55,38.95,Loud,Noisy,Anxious,Indoors,"fireworks,traffic,quiet",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.7,6/16/2020 16:08,16,8,10,79.85,Loud,Noisy,Irritated,Outdoors,music,11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.8,6/18/2020 15:10,15,10,52,73.4,Very Loud,Unbearable,Anxious,Indoors,construction,11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.9,6/20/2020 2:15,2,15,13,42.24,Loud,Noisy,Anxious,Indoors,"fireworks,hvac",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.1,6/20/2020 2:18,2,18,36,44.1,Loud,Noisy,Anxious,Indoors,fireworks,11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.11,6/23/2020 0:01,0,1,20,60,Very Loud,Unbearable,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.12,6/25/2020 11:25,11,25,57,64.39,Loud,Noisy,Angry,Indoors,"neighbor,music",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.13,7/1/2020 21:49,21,49,9,49.92,Very Loud,Noisy,Frustrated,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.14,7/5/2020 0:42,0,42,11,57.71,Very Loud,Noisy,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.15,7/5/2020 0:58,0,58,58,55.39,Very Loud,Unbearable,Anxious,Indoors,"voices,fireworks",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.16,7/5/2020 0:59,0,59,32,63.38,Very Loud,Unbearable,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.17,7/5/2020 1:05,1,5,1,54.49,Very Loud,Unbearable,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.18,7/5/2020 1:05,1,5,37,62.18,Very Loud,Unbearable,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.19,7/5/2020 1:19,1,19,23,57,Very Loud,Unbearable,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
27.2,7/6/2020 0:41,0,41,4,54.88,Loud,Noisy,Anxious,Indoors,"fireworks,voices",11.88988862,7.044998148,4.672966662,6.56671387,3.871517331,10.91651548,27.84390094
30,6/23/2020 18:44,18,44,59,68.9,Very Loud,Unbearable,Angry,Outdoors,"leaf blower,neighbor",4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.1,6/23/2020 22:30,22,30,16,70.02,Moderately Loud,Noisy,Irritated,Outdoors,neighbor,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.2,6/25/2020 23:13,23,13,52,68.38,Loud,Unbearable,Angry,Outdoors,neighbor,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.3,6/26/2020 21:06,21,6,20,73.39,Very Loud,Unbearable,Angry,Indoors,leaf blower,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.4,7/2/2020 19:46,19,46,11,70.15,Very Loud,Unbearable,Angry,Outdoors,leaf blower,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.5,7/3/2020 16:55,16,55,45,66.92,Very Loud,Unbearable,Angry,Indoors,leaf blower,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.6,7/9/2020 18:59,18,59,48,69.15,Very Loud,Unbearable,Angry,Outdoors,leaf blower,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.7,7/16/2020 14:45,14,45,40,66.36,Very Loud,Unbearable,Angry,Indoors,leaf blower,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
30.8,7/16/2020 18:56,18,56,57,64.8,Very Loud,Unbearable,Irritated,Indoors,other,4.917073132,0.527579943,0.833464059,2.817501398,1.936330642,2.463910585,2.082257009
33,9/19/2019 20:48,20,48,38,65,Quiet,Neutral,Neutral,Indoors,traffic,11.29309395,5.577844258,2.435205176,2.353578187,3.251475068,8.829319326,10.16256015
33.1,6/20/2020 15:35,15,35,46,66.39,Moderately Loud,Pleasant,Relaxed,Indoors,"voices,music,traffic,other",11.29309395,5.577844258,2.435205176,2.353578187,3.251475068,8.829319326,10.16256015
34,6/12/2020 11:52,11,52,44,68.38,Quiet,Neutral,Neutral,Indoors,traffic,14.11480366,4.059491137,2.680204573,3.761690629,1.630065939,5.689557077,9.153447198
34.1,6/12/2020 12:52,12,52,18,70.81,Moderately Loud,Noisy,Irritated,Outdoors,pickup,14.11480366,4.059491137,2.680204573,3.761690629,1.630065939,5.689557077,9.153447198
34.2,6/15/2020 4:04,4,4,40,63.03,Quiet,Noisy,Irritated,Indoors,"neighbor,voices",14.11480366,4.059491137,2.680204573,3.761690629,1.630065939,5.689557077,9.153447198
34.3,6/17/2020 2:25,2,25,55,64.13,Quiet,Noisy,Irritated,Indoors,fireworks,14.11480366,4.059491137,2.680204573,3.761690629,1.630065939,5.689557077,9.153447198
35,9/29/2019 20:35,20,35,44,82.93,Moderately Loud,Pleasant,Tranquil,Outdoors,"trains,traffic",16.58040508,14.2412105,4.92382278,8.635627645,3.143671467,17.38488197,29.67550114
35.1,5/31/2020 17:13,17,13,31,73.96,Loud,Noisy,Irritated,Indoors,car music,16.58040508,14.2412105,4.92382278,8.635627645,3.143671467,17.38488197,29.67550114
36,9/14/2019 14:26,14,26,30,74.06,Moderately Loud,Noisy,Anxious,Outdoors,traffic,9.594135409,4.651093068,1.640847293,2.99809135,1.632744343,6.283837411,5.70042504
36.1,10/27/2019 23:05,23,5,51,74.88,Moderately Loud,Neutral,Neutral,Outdoors,"traffic,other",9.594135409,4.651093068,1.640847293,2.99809135,1.632744343,6.283837411,5.70042504
36.2,6/13/2020 20:51,20,51,9,75.3,Loud,Noisy,Anxious,Outdoors,"airplane,other",9.594135409,4.651093068,1.640847293,2.99809135,1.632744343,6.283837411,5.70042504
36.3,6/13/2020 20:54,20,54,44,78.53,Very Loud,Noisy,Anxious,Outdoors,"airplane,other",9.594135409,4.651093068,1.640847293,2.99809135,1.632744343,6.283837411,5.70042504
36.4,6/13/2020 20:57,20,57,0,74.71,Moderately Loud,Noisy,Anxious,Outdoors,"airplane,other",9.594135409,4.651093068,1.640847293,2.99809135,1.632744343,6.283837411,5.70042504
36.5,6/22/2020 0:14,0,14,54,76.82,Quiet,Pleasant,Relaxed,Outdoors,"fireworks,traffic",9.594135409,4.651093068,1.640847293,2.99809135,1.632744343,6.283837411,5.70042504
37,6/26/2020 20:56,20,56,12,73.41,Quiet,Neutral,Neutral,Indoors,"alarm,fireworks,traffic,music,horn",3.836198402,0.454810566,0.958248676,1.267176608,2.411354131,2.866164697,1.112712642
38,1/22/2020 21:44,21,44,41,10.3,Very quiet,Very pleasant,Tranquil,Indoors,voices,8.897941706,2.844776907,2.052261095,3.897521791,2.726490965,5.571267872,10.26721977
38.1,6/11/2020 16:13,16,13,33,56.27,Quiet,Pleasant,Neutral,Indoors,voices,8.897941706,2.844776907,2.052261095,3.897521791,2.726490965,5.571267872,10.26721977
39,9/17/2019 9:30,9,30,36,45.95,Quiet,Neutral,Neutral,Indoors,quiet,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.1,9/17/2019 11:29,11,29,15,35.02,Moderately Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.2,9/17/2019 11:56,11,56,35,34.84,Moderately Loud,Neutral,Neutral,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.3,9/17/2019 12:34,12,34,39,42.21,Moderately Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.4,9/17/2019 12:47,12,47,26,41.86,Loud,Noisy,Neutral,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.5,9/17/2019 20:53,20,53,8,28.7,Quiet,Pleasant,Tranquil,Indoors,neighbor,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.6,9/18/2019 16:08,16,8,8,39.24,Moderately Loud,Neutral,Neutral,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.7,9/19/2019 10:36,10,36,48,36.77,Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.8,9/19/2019 12:10,12,10,52,44.95,Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.9,9/21/2019 11:20,11,20,22,46.37,Loud,Noisy,Anxious,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.1,9/21/2019 12:32,12,32,42,74.9,Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.11,9/21/2019 12:36,12,36,19,75.44,Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.12,9/21/2019 12:42,12,42,22,77.17,Loud,Noisy,Irritated,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.13,9/27/2019 10:13,10,13,45,40.31,Loud,Noisy,Anxious,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.14,9/27/2019 10:20,10,20,42,43.49,Loud,Noisy,Anxious,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
39.15,10/4/2019 9:47,9,47,44,33.31,Moderately Loud,Neutral,Neutral,Indoors,airplane,8.016992035,3.985631735,3.304700921,5.247540216,3.129782914,7.115414649,5.959706388
40,6/27/2020 4:21,4,21,38,63.63,Loud,Unbearable,Angry,Indoors,fireworks,10.05826127,7.630282227,3.408450944,6.607746944,2.347183264,9.977465491,18.9711281
50,7/8/2019 15:57,15,57,14,64.01,Very quiet,Pleasant,Relaxed,Indoors,"footsteps,neighbor",12.79160296,4.8644396,3.968820757,1.814652558,5.859571648,10.72401125,5.17468665
50.1,7/8/2019 16:11,16,11,40,64.61,Quiet,Neutral,Neutral,Outdoors,"footsteps,car music",12.79160296,4.8644396,3.968820757,1.814652558,5.859571648,10.72401125,5.17468665
50.2,7/8/2019 16:19,16,19,1,73.59,Moderately Loud,Neutral,Neutral,Outdoors,"car music,footsteps",12.79160296,4.8644396,3.968820757,1.814652558,5.859571648,10.72401125,5.17468665
50.3,9/25/2019 16:07,16,7,34,78.9,Moderately Loud,Noisy,Irritated,Indoors,voices,12.79160296,4.8644396,3.968820757,1.814652558,5.859571648,10.72401125,5.17468665
50.4,9/26/2019 20:15,20,15,16,86.09,Loud,Noisy,Irritated,Indoors,voices,12.79160296,4.8644396,3.968820757,1.814652558,5.859571648,10.72401125,5.17468665
51,9/27/2019 0:25,0,25,31,78.45,Moderately Loud,Noisy,Neutral,Indoors,"voices,music",0.08524553,0.009015921,0,0.030992227,0,0.009015921,0.073817851
51.1,4/6/2020 23:25,23,25,59,76.36,Quiet,Pleasant,Tranquil,Outdoors,"traffic,quiet,other",0.08524553,0.009015921,0,0.030992227,0,0.009015921,0.073817851
51.2,4/6/2020 23:37,23,37,41,84.8,Quiet,Pleasant,Tranquil,Outdoors,"quiet,other",0.08524553,0.009015921,0,0.030992227,0,0.009015921,0.073817851
51.3,6/25/2020 16:34,16,34,43,59.71,Quiet,Neutral,Neutral,Indoors,voices,0.08524553,0.009015921,0,0.030992227,0,0.009015921,0.073817851
51.4,6/30/2020 23:02,23,2,49,62.5,Quiet,Pleasant,Neutral,Outdoors,"trains,traffic,footsteps,voices",0.08524553,0.009015921,0,0.030992227,0,0.009015921,0.073817851
51.5,7/2/2020 12:44,12,44,13,67.04,Loud,Noisy,Irritated,Outdoors,"construction,pickup,traffic",0.08524553,0.009015921,0,0.030992227,0,0.009015921,0.073817851
52,6/12/2020 1:03,1,3,26,50.54,Quiet,Pleasant,Neutral,Indoors,voices,8.81585468,6.855703456,2.700731665,5.470712859,1.545130135,8.400833591,14.37793364
52.1,6/12/2020 1:09,1,9,43,73.35,Loud,Noisy,Irritated,Indoors,fireworks,8.81585468,6.855703456,2.700731665,5.470712859,1.545130135,8.400833591,14.37793364
53,6/12/2020 1:56,1,56,49,33.57,Moderately Loud,Noisy,Frustrated,Indoors,fireworks,4.540360325,1.192474841,1.672433594,2.503702362,0.885697081,2.078171921,7.174641157
53.1,6/12/2020 1:58,1,58,50,34.02,Moderately Loud,Noisy,Irritated,Indoors,fireworks,4.540360325,1.192474841,1.672433594,2.503702362,0.885697081,2.078171921,7.174641157
53.2,6/12/2020 2:03,2,3,30,39.72,Loud,Noisy,Frustrated,Indoors,fireworks,4.540360325,1.192474841,1.672433594,2.503702362,0.885697081,2.078171921,7.174641157
53.3,6/12/2020 4:42,4,42,6,30.63,Moderately Loud,Noisy,Anxious,Indoors,fireworks,4.540360325,1.192474841,1.672433594,2.503702362,0.885697081,2.078171921,7.174641157
53.4,6/13/2020 1:06,1,6,46,61.5,Moderately Loud,Noisy,Neutral,Outdoors,fireworks,4.540360325,1.192474841,1.672433594,2.503702362,0.885697081,2.078171921,7.174641157
60,5/1/2020 0:35,0,35,53,67.79,Quiet,Pleasant,Tranquil,Indoors,other,51.33264549,27.76777553,4.674126804,8.655790378,5.885937457,33.65371299,21.12012852
61,9/20/2019 16:02,16,2,53,84.16,Very Loud,Noisy,Irritated,Outdoors,"horn,trains",14.85526553,4.124542098,3.492748077,1.800016927,8.14179842,12.26634052,8.33252869
61.1,12/13/2019 0:18,0,18,24,85.25,Very Loud,Noisy,Irritated,Indoors,"music,party",14.85526553,4.124542098,3.492748077,1.800016927,8.14179842,12.26634052,8.33252869
62,9/10/2019 14:16,14,16,33,83.86,Loud,Noisy,Neutral,Outdoors,construction,25.49338854,22.00762523,8.823427525,0.672455216,10.41286712,32.42049236,21.88536065
62.1,9/10/2019 14:21,14,21,0,78.24,Moderately Loud,Pleasant,Relaxed,Outdoors,other,25.49338854,22.00762523,8.823427525,0.672455216,10.41286712,32.42049236,21.88536065
62.2,9/10/2019 14:25,14,25,38,81,Loud,Pleasant,Relaxed,Outdoors,other,25.49338854,22.00762523,8.823427525,0.672455216,10.41286712,32.42049236,21.88536065
62.3,4/25/2020 18:06,18,6,52,58.89,Loud,Very pleasant,Relaxed,Indoors,"footsteps,other,voices",25.49338854,22.00762523,8.823427525,0.672455216,10.41286712,32.42049236,21.88536065
62.4,5/5/2020 19:05,19,5,44,52.6,Very quiet,Very pleasant,Angry,Indoors,footsteps,25.49338854,22.00762523,8.823427525,0.672455216,10.41286712,32.42049236,21.88536065
63,9/6/2019 15:07,15,7,44,70.25,Very quiet,Very pleasant,Tranquil,Indoors,"other,quiet,hvac",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.1,9/13/2019 23:12,23,12,42,63.38,Quiet,Pleasant,Relaxed,Indoors,neighbor,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.2,9/13/2019 23:12,23,12,58,64.17,Quiet,Neutral,Neutral,Indoors,"footsteps,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.3,9/13/2019 23:13,23,13,9,68.25,Very quiet,Neutral,Neutral,Indoors,other,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.4,9/13/2019 23:16,23,16,55,78.71,Moderately Loud,Noisy,Irritated,Outdoors,alarm,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.5,9/13/2019 23:17,23,17,14,77.67,Loud,Noisy,Neutral,Outdoors,alarm,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.6,9/13/2019 23:17,23,17,55,80.83,Moderately Loud,Neutral,Neutral,Outdoors,"car music,alarm,pickup,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.7,9/13/2019 23:18,23,18,34,80.4,Quiet,Pleasant,Relaxed,Outdoors,voices,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.8,9/13/2019 23:18,23,18,51,78.95,Moderately Loud,Neutral,Neutral,Outdoors,traffic,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.9,9/13/2019 23:21,23,21,48,78.29,Moderately Loud,Neutral,Tranquil,Outdoors,"footsteps,delivery,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.1,9/14/2019 1:24,1,24,7,84.41,Moderately Loud,Noisy,Anxious,Outdoors,alarm,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.11,9/15/2019 0:00,0,0,55,65.17,Loud,Pleasant,Irritated,Outdoors,"airplane,traffic,voices,restaurant,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.12,9/15/2019 0:01,0,1,33,79.96,Loud,Pleasant,Angry,Outdoors,"airplane,footsteps,music,voices,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.13,9/15/2019 0:01,0,1,59,78.11,Quiet,Neutral,Angry,Outdoors,"car music,music,voices,horn,restaurant",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.14,9/15/2019 0:02,0,2,25,79.88,Loud,Noisy,Angry,Outdoors,"music,traffic,voices,party,horn",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.15,9/15/2019 0:02,0,2,41,77.22,Loud,Noisy,Anxious,Outdoors,"alarm,construction,music,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.16,9/15/2019 0:02,0,2,42,67.74,Very Loud,Very pleasant,Anxious,Outdoors,"construction,delivery,music,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.17,9/15/2019 0:03,0,3,3,77.3,Loud,Noisy,Frustrated,Outdoors,"alarm,music,quiet,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.18,9/15/2019 0:03,0,3,16,79.13,Very Loud,Very pleasant,Irritated,Outdoors,"airplane,traffic,voices,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.19,9/15/2019 0:03,0,3,30,76.57,Quiet,Noisy,Angry,Outdoors,"alarm,music,traffic,voices,horn",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.2,9/15/2019 0:03,0,3,55,85.56,Loud,Noisy,Angry,Outdoors,"alarm,music,traffic,voices,horn",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.21,9/15/2019 0:04,0,4,2,83.85,Very Loud,Very pleasant,Frustrated,Outdoors,"delivery,car music,music,voices,trash",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.22,9/15/2019 0:04,0,4,17,84.23,Loud,Unbearable,Angry,Outdoors,"alarm,voices,traffic,party,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.23,9/15/2019 0:04,0,4,37,81.73,Loud,Noisy,Angry,Outdoors,"alarm,music,party,traffic,horn",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.24,9/15/2019 0:04,0,4,40,85.72,Very Loud,Very pleasant,Tranquil,Outdoors,"traffic,trash,voices,neighbor,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.25,9/15/2019 0:05,0,5,15,76.75,Quiet,Noisy,Angry,Outdoors,"party,music,traffic,voices,trains",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.26,9/15/2019 0:05,0,5,20,86.13,Very Loud,Neutral,Anxious,Outdoors,"airplane,music,party,traffic,trains",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.27,9/15/2019 0:05,0,5,38,85.16,Loud,Unbearable,Angry,Outdoors,"alarm,trash,traffic,trains,restaurant",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.28,9/15/2019 0:05,0,5,59,87.31,Very Loud,Very pleasant,Anxious,Outdoors,"airplane,car music,party,music,trains",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.29,9/15/2019 0:06,0,6,0,81.63,Loud,Noisy,Angry,Outdoors,"alarm,construction,music,party,restaurant",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.3,9/15/2019 0:06,0,6,17,84.12,Loud,Noisy,Angry,Outdoors,"alarm,construction,footsteps,party,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.31,9/15/2019 0:06,0,6,22,88.65,Very Loud,Very pleasant,Anxious,Outdoors,"airplane,car music,music,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.32,9/15/2019 0:06,0,6,36,80.95,Loud,Noisy,Angry,Outdoors,"alarm,construction,airplane,horn,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.33,9/15/2019 0:07,0,7,0,83.72,Very Loud,Very pleasant,Anxious,Outdoors,"airplane,party,traffic,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.34,9/15/2019 0:07,0,7,4,79.19,Quiet,Noisy,Angry,Outdoors,"alarm,construction,party,quiet,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.35,9/15/2019 0:07,0,7,30,82.44,Loud,Noisy,Angry,Outdoors,"alarm,construction,party,music,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.36,9/15/2019 0:07,0,7,36,83.44,Very Loud,Very pleasant,Anxious,Outdoors,"car music,voices,trash,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.37,9/15/2019 0:07,0,7,49,79.49,Loud,Noisy,Angry,Outdoors,"alarm,construction,party,quiet,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.38,9/15/2019 0:08,0,8,7,78.56,Loud,Noisy,Anxious,Outdoors,"alarm,construction,music,party,trains",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.39,9/15/2019 0:08,0,8,14,83.95,Very Loud,Very pleasant,Anxious,Outdoors,"airplane,neighbor,voices,party,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.4,9/15/2019 0:08,0,8,26,76.92,Loud,Unbearable,Angry,Outdoors,"alarm,construction,restaurant,voices,party",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.41,9/15/2019 0:08,0,8,46,85.15,Very Loud,Unbearable,Anxious,Outdoors,"alarm,party,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.42,9/15/2019 0:08,0,8,48,80.87,Loud,Noisy,Angry,Outdoors,"alarm,construction,music,party,trains",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.43,9/15/2019 0:09,0,9,12,84.61,Very Loud,Unbearable,Anxious,Outdoors,"airplane,car music,delivery,fireworks,horn",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.44,9/15/2019 0:09,0,9,40,86.79,Very Loud,Unbearable,Anxious,Outdoors,"party,music",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.45,9/15/2019 0:10,0,10,10,85.82,Loud,Unbearable,Frustrated,Outdoors,"alarm,construction,traffic,voices,trains",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.46,9/15/2019 0:10,0,10,27,76.18,Loud,Noisy,Frustrated,Outdoors,"alarm,construction,pickup,trains,voices",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.47,9/15/2019 0:10,0,10,43,82.78,Very Loud,Unbearable,Angry,Outdoors,"alarm,construction,music,party,neighbor",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.48,9/15/2019 0:11,0,11,4,82.53,Very Loud,Noisy,Angry,Outdoors,"alarm,construction,music,pickup,restaurant",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.49,9/15/2019 0:11,0,11,20,80.79,Loud,Unbearable,Angry,Outdoors,"alarm,construction,horn,restaurant,party",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.5,9/15/2019 0:11,0,11,44,83.46,Loud,Unbearable,Angry,Outdoors,"alarm,music,party,quiet,restaurant",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.51,9/15/2019 0:12,0,12,1,78.83,Loud,Noisy,Angry,Outdoors,"alarm,construction,pickup,restaurant,party",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.52,9/15/2019 3:45,3,45,50,78.46,Quiet,Pleasant,Tranquil,Indoors,"hvac,traffic",14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
63.53,9/15/2019 3:46,3,46,37,80.88,Quiet,Pleasant,Relaxed,Indoors,hvac,14.49758225,1.478307036,1.64521267,0.937850701,0.08742676,1.565733797,11.76287319
